id,origin_url,image_url,update_time,parsing_time,price,total_area,living_area,kitchen_area,room_number,floor,total_floor,housing,complex,point,state,city,district,street,house_number,ssf,izf,gzf
66,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-desnyanskiy-mariny-tsvetaevoy-ulitsa-17660593.html,https://cdn.riastatic.com/photos/dom/photo/11786/1178624/117862450/117862450.jpg,2020-09-06 00:47:08.000000,2020-09-06 07:21:41.143173,82000,83,51,8,4,6,10,secondary,"",0101000020E610000090604FE0429D3E408B998E4AFB424940,Київська область,Київ,Деснянський район,Марини Цвєтаєвої вулиця,8-А,0,0.28373528,0.39835635
67,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-ivana-kudri-ulitsa-17623869.html,https://cdn.riastatic.com/photos/dom/photo/11765/1176507/117650748/117650748.jpg,2020-09-04 21:46:14.000000,2020-09-06 07:21:41.235832,249000,71,0,0,3,12,26,secondary,"",0101000020E6100000023D1E447C873E40B68C8AEE0F354940,Київська область,Київ,Печерський район,Івана Кудрі вулиця,7,6.3258934,2.4540107,1.3243309
68,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-makkeyna-djona-ivana-kudri-ulitsa-17649808.html,https://cdn.riastatic.com/photos/dom/photo/11780/1178007/117800790/117800790.jpg,2020-09-04 13:08:42.000000,2020-09-06 07:21:41.240939,178000,52,14,18,1,15,24,secondary,"",0101000020E6100000023D1E447C873E40B68C8AEE0F354940,Київська область,Київ,Печерський район,Маккейна Джона (Івана Кудрі) вулиця,7,6.3258934,2.4540107,1.3243309
69,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-leyptsigskaya-ulitsa-17289915.html,https://cdn.riastatic.com/photos/dom/photo/11379/1137921/113792155/113792155.jpg,2020-09-06 04:17:12.000000,2020-09-06 07:21:41.246200,109000,57,21,14.5,1,12,19,secondary,"",0101000020E6100000623A7D8DAC8C3E4026378AAC35374940,Київська область,Київ,"",Лейпцизька вулиця,13,6.2487535,4.247881,6.1558123
70,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-chapaeva-ulitsa-17651473.html,https://cdn.riastatic.com/photos/dom/photo/11776/1177684/117768496/117768496.jpg,2020-09-06 03:18:38.000000,2020-09-06 07:21:41.251169,159000,76,44.6,11,3,3,4,secondary,"",0101000020E6100000A01E36EC52823E40E426B4F688394940,Київська область,Київ,Шевченківський район,Чапаєва вулиця,4в,9.825031,1.6031148,3.3096046
71,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-patrisa-lumumby-ulitsa-17405724.html,https://cdn.riastatic.com/photos/dom/photo/11499/1149943/114994397/114994397.jpg,2020-09-06 04:16:30.000000,2020-09-06 07:21:41.256852,99000,60,40,20,2,13,33,secondary,ЖК вул. П. Лумумби,0101000020E610000016ADEA105A883E40A6CA411ADF354940,Київська область,Київ,Печерський район,Патріса Лумумби вулиця,11,6.712392,2.315256,1.0420367
72,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-podole-pirogova-ulitsa-17433443.html,https://cdn.riastatic.com/photos/dom/photo/11609/1160990/116099009/116099009.jpg,2020-09-05 19:54:09.000000,2020-09-06 07:21:41.262601,46500,50,29.1,8.6,2,7,10,secondary,"",0101000020E6100000FEC0B057B3713C40E5B919C9799C4840,Вінницька область,Вінниця,Поділля,Пирогова вулиця,73а,0,1.1831695,0.91495955
75,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-staryiy-gorod-danila-nechaya-ulitsa-17258632.html,https://cdn.riastatic.com/photos/dom/photo/11347/1134750/113475027/113475027.jpg,2020-09-06 04:20:55.000000,2020-09-06 07:21:41.279660,40000,59,0,9,3,3,5,secondary,"",0101000020E61000008CC28943917D3C408C16FB26A89C4840,Вінницька область,Вінниця,Старе місто,Данила Нечая вулиця,49б,0,6.6747336,0.18781996
77,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-panasa-mirnogo-ulitsa-17334340.html,https://cdn.riastatic.com/photos/dom/photo/11424/1142462/114246255/114246255.jpg,2020-09-06 03:13:55.000000,2020-09-06 07:21:41.289653,140000,80,49,9,3,3,12,secondary,"",0101000020E61000000043458B228A3E40BA9E8D017E374940,Київська область,Київ,Печерський район,Панаса Мирного вулиця,11,12.132093,0.8860453,5.01607
78,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-darnitskiy-harkovskoe-shosse-17326032.html,https://cdn.riastatic.com/photos/dom/photo/11416/1141627/114162756/114162756.jpg,2020-09-05 22:48:15.000000,2020-09-06 07:21:41.294588,115000,94.5,49.3,14.5,3,6,18,secondary,"",0101000020E6100000F4DE180280A73E403E5B07077B354940,Київська область,Київ,Дарницький район,Харьковское шоссе,152,1.050637,2.7168002,3.1001234
79,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-dneprovskiy-generala-jmachenko-ulitsa-17273828.html,https://cdn.riastatic.com/photos/dom/photo/11362/1136267/113626715/113626715.jpg,2020-09-05 22:46:09.000000,2020-09-06 07:21:41.299241,85000,50.5,20.5,15.2,1,3,26,secondary,ЖК Автограф,0101000020E6100000B0095588789C3E40AE2825042B3C4940,Київська область,Київ,Дніпровський район,Генерала Жмаченка вулиця,28,1.2010723,1.5363528,3.7529092
80,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-kovpaka-16394169.html,https://cdn.riastatic.com/photos/dom/photo/10543/1054319/105431939/105431939.jpg,2020-09-06 03:30:16.000000,2020-09-06 07:21:41.304035,244000,115,0,0,3,15,25,secondary,"",0101000020E610000045ED235C6D863E40872469ED6C354940,Київська область,Київ,Печерський район,Ковпака,17,7.3068743,0.87711936,1.2022654
81,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-dneprovskiy-17653445.html,https://cdn.riastatic.com/photos/dom/photo/11778/1177880/117788076/117788076.jpg,2020-09-04 15:19:44.000000,2020-09-06 07:21:41.308723,135000,115,67,0,3,16,23,secondary,"",0101000020E6100000DFF714A529993E40577D0970D5394940,Київська область,Київ,Дніпровський район,Є. Сверстюка,52-в,41.49567,2.539166,5.9217935
82,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-darnitskiy-urlovskaya-ulitsa-17482561.html,https://cdn.riastatic.com/photos/dom/photo/11595/1159553/115955364/115955364.jpg,2020-08-31 20:42:52.000000,2020-09-06 07:21:41.313608,68000,55,27,13,2,11,16,secondary,"",0101000020E61000005C222331EC9E3E4068774831C0334940,Київська область,Київ,Дарницький район,Урлівська вулиця,3б,2.397387,2.3297021,0.317122
84,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-antonovicha-ulitsa-17653716.html,https://cdn.riastatic.com/photos/dom/photo/11779/1177985/117798556/117798556.jpg,2020-09-06 05:57:38.000000,2020-09-06 07:21:41.324282,511563,161,88,17,3,23,24,secondary,ЖК Chicago Central House,0101000020E610000022DA5C5064833E40EA14F5937B374940,Київська область,Київ,Голосіївський район,Антоновича вулиця,44,11.817287,0.50290644,0.94314015
74,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-lva-tolstogo-ulitsa-17615901.html,https://cdn.riastatic.com/photos/dom/photo/11738/1173888/117388825/117388825.jpg,2020-09-06 13:25:59.000000,2020-09-06 17:09:29.363344,72000,80,40,14,3,6,12,secondary,"",0101000020E61000000B037A3D09763C4057F7DCE0069D4840,Вінницька область,Вінниця,"",Льва Толстого вулиця,"",0,1.8595083,0.9081906
76,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-podole-professora-shulgi-ulitsa-17607586.html,https://cdn.riastatic.com/photos/dom/photo/11729/1172990/117299091/117299091.jpg,2020-09-06 15:05:03.000000,2020-09-06 17:09:29.370846,115000,80,0,30,2,1,5,secondary,"",0101000020E6100000006AAC902E703C400F0E67CC829B4840,Вінницька область,Вінниця,Поділля,Професора Шульги вулиця,"",0,1.3618442,2.4476418
83,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-chehovskiy-9-17652537.html,https://cdn.riastatic.com/photos/dom/photo/11778/1177800/117780017/117780017.jpg,2020-09-06 17:16:38.000000,2020-09-06 17:09:29.394348,120000,60,31,9,2,2,5,secondary,"",0101000020E61000002967DE605E803E401615713AC9394940,Київська область,Київ,Шевченківський район,Чеховский,9,7.5082855,1.6895689,2.6618075
85,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-elektroset-pirogova-gnivanskoe-shosse-17225662.html,https://cdn.riastatic.com/photos/dom/photo/11313/1131379/113137950/113137950.jpg,2020-09-03 19:12:16.000000,2020-09-06 07:21:41.329916,72000,76,50,16,2,1,3,secondary,"",0101000020E61000005299EDFA686E3C4065C429433A9B4840,Вінницька область,Вінниця,Електромережа,Энергетический  переулок,7,0,1.5738996,0.9621635
86,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-podolskiy-pravdy-45a-17558829.html,https://cdn.riastatic.com/photos/dom/photo/11676/1167657/116765763/116765763.jpg,2020-09-06 08:41:19.000000,2020-09-06 07:21:41.335859,140000,125,0,0,4,17,24,secondary,"",0101000020E6100000A0033466316C3E403A996EC875404940,Київська область,Київ,Подільський район,Правды,45а,0,0.68499565,0.37995422
87,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-arkadiya-17381210.html,https://cdn.riastatic.com/photos/dom/photo/11473/1147390/114739036/114739036.jpg,2020-09-01 14:48:17.000000,2020-09-06 07:21:41.340323,75000,54,18,20,1,12,18,secondary,"",0101000020E61000006D6666470CC33E40D21A834E88374740,Одеська область,Одеса,Аркадія,Гагаринское плато,5б,0,0.077733524,2.7252495
88,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-kievskiy-akademika-vilyamsa-ulitsa-17627570.html,https://cdn.riastatic.com/photos/dom/photo/11751/1175167/117516725/117516725.jpg,2020-08-30 10:28:13.000000,2020-09-06 07:21:41.344485,88000,88,0,0,3,11,11,secondary,"",0101000020E61000000CD4186316B83E40E60DE66503324740,Одеська область,Одеса,Київський район,Академіка Вільямса вулиця,59/з,0,0.38184792,0
90,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-bogdana-hmelnitskogo-ulitsa-17302441.html,https://cdn.riastatic.com/photos/dom/photo/11392/1139259/113925918/113925918.jpg,2020-09-06 04:14:45.000000,2020-09-06 07:21:41.355841,440000,145,59,30,4,10,16,secondary,"",0101000020E61000000D271F717E813E401FF9DE3A5A394940,Київська область,Київ,Шевченківський район,Богдана Хмельницького вулиця,58А,9.313358,1.1975659,3.238945
92,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-obolonskiy-marshala-timoshenko-ulitsa-17438850.html,https://cdn.riastatic.com/photos/dom/photo/11533/1153381/115338189/115338189.jpg,2020-09-06 05:11:21.000000,2020-09-06 07:21:41.365910,65000,47,0,8,2,1,9,secondary,"",0101000020E6100000E59AD4FCC17D3E400A69E8FA19414940,Київська область,Київ,Оболонський район,Маршала Тимошенка вулиця,2,3.228907,2.848182,0.1054213
93,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-naberejno-korchevatskaya-ulitsa-17571556.html,https://cdn.riastatic.com/photos/dom/photo/11689/1168996/116899627/116899627.jpg,2020-09-06 05:09:36.000000,2020-09-06 07:21:41.372061,90000,60,28,22,2,5,8,secondary,"",0101000020E61000006BC2AC06178D3E4052370653832F4940,Київська область,Київ,Голосіївський район,Набережно-Корчуватська вулиця,27,0,6.6913714,0.39935628
94,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-staronavodnitskaya-ulitsa-17556235.html,https://cdn.riastatic.com/photos/dom/photo/11673/1167371/116737123/116737123.jpg,2020-09-06 03:16:09.000000,2020-09-06 07:21:41.377469,210000,120,60,18,4,3,20,secondary,"",0101000020E6100000B10C4DE3348B3E402F54596FAF364940,Київська область,Київ,Печерський район,Старонаводницька вулиця,4б,10.323767,2.4425826,3.0439355
95,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-vishenka-keletskaya-ulitsa-17534786.html,https://cdn.riastatic.com/photos/dom/photo/11704/1170492/117049219/117049219.jpg,2020-09-03 16:24:23.000000,2020-09-06 07:21:41.382277,31000,46,30,7.5,2,8,9,secondary,"",0101000020E610000049A4C8B5FC673C40D58A8054D49C4840,Вінницька область,Вінниця,Вишенька,Келецька вулиця,95,0,0.9542125,0.38238728
96,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-pobedy-11-17578611.html,https://cdn.riastatic.com/photos/dom/photo/11697/1169784/116978440/116978440.jpg,2020-09-06 03:32:08.000000,2020-09-06 07:21:41.387351,72300,52,0,22,1,24,36,secondary,"",0101000020E61000000AB7216BB27B3E40280582A55F394940,Київська область,Київ,Шевченківський район,Победы,11,3.3215132,1.4142728,0.67686564
98,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-tsentr-arhitektora-artyinova-ulitsa-17570197.html,https://cdn.riastatic.com/photos/dom/photo/11688/1168877/116887773/116887773.jpg,2020-09-05 12:16:16.000000,2020-09-06 07:21:41.397164,62500,59.9,34.4,9,2,3,3,secondary,"",0101000020E6100000ABA8667B99773C40F68D5484409E4840,Вінницька область,Вінниця,Центр,Архітектора Артинова вулиця,1,0,3.6861687,1.3221549
99,https://dom.ria.com/uk/realty-prodaja-kvartira-vinnitsa-podole-anatoliya-bortnyaka-ulitsa-17619738.html,https://cdn.riastatic.com/photos/dom/photo/11743/1174329/117432951/117432951.jpg,2020-09-03 23:00:15.000000,2020-09-06 07:21:41.401778,44500,44,18,12,1,2,9,secondary,"",0101000020E61000009E37A37168713C40B2B6CE64A49B4840,Вінницька область,Вінниця,Поділля,Анатолія Бортняка вулиця,7,0,1.085016,3.0359793
100,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-nekrasovo-nekrasova-ulitsa-14366346.html,https://cdn.riastatic.com/photos/dom/photo/11705/1170546/117054699/117054699.jpg,2020-09-02 16:31:14.000000,2020-09-06 07:21:41.406377,45000,77,57,8,4,2,2,secondary,"",0101000020E610000087A5AEE65A383C40AFE876D3FD994840,Вінницька область,Вінниця,Некрасове,Некрасова вулиця,"",0,0,0
101,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-bolshaya-jitomirskaya-ulitsa-17648303.html,https://cdn.riastatic.com/photos/dom/photo/11773/1177323/117732323/117732323.jpg,2020-09-06 04:13:27.000000,2020-09-06 07:21:41.411656,159000,78,47,11.4,2,3,4,secondary,"",0101000020E610000037E3344415823E400551F701483A4940,Київська область,Київ,Шевченківський район,Велика Житомирська вулиця,38,7.0556316,1.9095803,3.4017026
102,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-gogolevskaya-43-17074144.html,https://cdn.riastatic.com/photos/dom/photo/11163/1116315/111631574/111631574.jpg,2020-09-06 05:45:58.000000,2020-09-06 07:21:41.416117,250000,110,39,40,3,5,12,secondary,"",0101000020E6100000E6EB1F596C7E3E40C0B0FCF9363A4940,Київська область,Київ,Шевченківський район,Гоголевская,43,3.9469705,1.8820552,0.67894864
103,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-shevchenka-tarasa-17519121.html,https://cdn.riastatic.com/photos/dom/photo/11636/1163646/116364635/116364635.jpg,2020-09-06 03:40:19.000000,2020-09-06 07:21:41.421875,137000,62,14,30,2,4,4,secondary,"",0101000020E6100000A1832EE1D07F3E40BF64E3C116394940,Київська область,Київ,Шевченківський район,шевченка тараса,48а,7.686269,0.7010518,2.215315
89,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-17559579.html,https://cdn.riastatic.com/photos/dom/photo/11677/1167739/116773970/116773970.jpg,2020-09-06 15:08:03.000000,2020-09-06 17:09:29.405831,155000,70,0,25,1,3,6,secondary,"",0101000020E610000096C6D40220853E402D75351E11374940,Київська область,Київ,Печерський район,деловая,6,12.782375,0.58240896,0.87765914
97,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-17558570.html,https://cdn.riastatic.com/photos/dom/photo/11676/1167627/116762733/116762733.jpg,2020-09-06 15:00:40.000000,2020-09-06 17:09:29.436942,135000,55,32,12,1,9,25,secondary,"",0101000020E6100000C4321EF0E2883E40BD8DCD8E54364940,Київська область,Київ,Печерський район,Коновальца Евгения,36,6.052846,2.266226,1.5992099
104,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-shevchenkovskiy-zlatoustovskaya-ulitsa-17482306.html,https://cdn.riastatic.com/photos/dom/photo/11595/1159504/115950416/115950416.jpg,2020-09-06 06:13:12.000000,2020-09-06 07:21:41.426810,235000,128,0,34,4,5,10,secondary,КД Einstein Concept House,0101000020E6100000C693933FCE7C3E40CD7E935CB4394940,Київська область,Київ,Шевченківський район,Золотоустівська вулиця,24А,3.155903,1.8529935,0.65199256
105,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-darnitskiy-vishnyakovskaya-ulitsa-17646211.html,https://cdn.riastatic.com/photos/dom/photo/11771/1177126/117712619/117712619.jpg,2020-09-06 05:20:55.000000,2020-09-06 07:21:41.432353,108760,101,80,55,3,5,14,secondary,"",0101000020E61000008E6945290BA63E40265E54417B324940,Київська область,Київ,Дарницький район,Вишняковская улица,9,2.8661942,1.703726,0.16543145
108,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-lvov-shevchenkovskiy-djerelna-ulitsa-14128995.html,https://cdn.riastatic.com/photos/dom/photo/11608/1160874/116087415/116087415.jpg,2020-09-04 09:08:12.000000,2020-09-06 07:21:41.450346,65000,44.8,13.6,17.3,2,3,4,secondary,"",0101000020E6100000058F1B52FA04384053516D163DED4840,Львівська область,Львів,Шевченківський район,Джерельна вулиця,83,0,0.7429074,3.2328439
109,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-darnitskiy-truskavetskaya-ulitsa-17470410.html,https://cdn.riastatic.com/photos/dom/photo/11581/1158184/115818442/115818442.jpg,2020-09-06 03:34:24.000000,2020-09-06 07:21:41.457746,300000,104,45.2,30.8,3,16,23,secondary,"",0101000020E61000001838BF6BD99C3E402853BB1578334940,Київська область,Київ,Дарницький район,Трускавецька вулиця,2а,2.8227255,2.9091158,0.30810273
110,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-17653243.html,https://cdn.riastatic.com/photos/dom/photo/11778/1177835/117783527/117783527.jpg,2020-09-06 04:36:59.000000,2020-09-06 07:21:41.462499,510000,164,0,0,3,20,21,secondary,"",0101000020E61000003F9182024A843E40527E52EDD3334940,Київська область,Київ,Голосіївський район,демиевская,29,42.345806,1.3730893,1.5801805
111,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-anri-barbyusa-ulitsa-17421686.html,https://cdn.riastatic.com/photos/dom/photo/11515/1151505/115150580/115150580.jpg,2020-09-06 05:43:25.000000,2020-09-06 07:21:41.467251,195000,75,35,15,2,8,9,secondary,ЖК Французcький Квартал,0101000020E610000091555BFB4C873E40B24AE9995E354940,Київська область,Київ,Печерський район,Анрі Барбюса вулиця,53,6.5496855,0.76440465,0.7587748
112,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-17512401.html,https://cdn.riastatic.com/photos/dom/photo/11628/1162845/116284544/116284544.jpg,2020-09-06 08:44:23.000000,2020-09-06 07:21:41.473583,419265,133,0,45,4,14,21,secondary,"",0101000020E61000003F9182024A843E40527E52EDD3334940,Київська область,Київ,Голосіївський район,Демиевская,29,42.345806,1.3730893,1.5801805
113,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-goloseevskiy-58-17355664.html,https://cdn.riastatic.com/photos/dom/photo/11446/1144687/114468794/114468794.jpg,2020-09-06 05:46:01.000000,2020-09-06 07:21:41.479038,195000,60,0,25,2,11,21,secondary,"",0101000020E610000025404D2D5B833E404D68925852334940,Київська область,Київ,Голосіївський район,Голосеевский,58,4.9277797,0.81750953,3.3559752
114,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-ternopol-alyaska-vladimira-velikogo-ulitsa-17525764.html,https://cdn.riastatic.com/photos/dom/photo/11674/1167412/116741258/116741258.jpg,2020-09-01 07:28:02.000000,2020-09-06 07:21:41.484164,160000,154,54,20,4,4,5,secondary,"",0101000020E6100000A3D3F45D7EA23940F218597F50C94840,Тернопільська область,Тернопіль,Аляска,Володимира Великого вулиця,11,0,16.776285,0.31540945
115,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-goloseevskiy-onufriya-trutenko-ulitsa-16428861.html,https://cdn.riastatic.com/photos/dom/photo/10572/1057253/105725371/105725371.jpg,2020-09-06 03:36:19.000000,2020-09-06 07:21:41.490882,114000,67.4,0,0,2,9,10,secondary,ЖК Нова Англія,0101000020E610000000E4BC0156793E40524A630F48324940,Київська область,Київ,Голосіївський район,Онуфрія Трутенка вулиця,28б,2.3781815,0.63570565,3.3206432
116,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-podolskiy-pravdy-prospekt-17650789.html,https://cdn.riastatic.com/photos/dom/photo/11776/1177608/117760892/117760892.jpg,2020-09-06 05:07:17.000000,2020-09-06 07:21:41.496496,88500,73,0,17,2,14,22,secondary,"",0101000020E6100000E88CB0CBCA6F3E40E4141DC965404940,Київська область,Київ,Подільський район,Правди проспект,31а,0,1.1577574,0.5045562
117,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-17511182.html,https://cdn.riastatic.com/photos/dom/photo/11627/1162705/116270534/116270534.jpg,2020-09-06 05:48:30.000000,2020-09-06 07:21:41.502002,746145,208,0,0,5,23,24,secondary,"",0101000020E61000000BC96E0B3B853E40F287557204374940,Київська область,Київ,Печерський район,Деловая,1/2,12.117121,0.5933127,0.8651568
119,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-kievskiy-nebesnoy-sotni-prospekt-17653788.html,https://cdn.riastatic.com/photos/dom/photo/11779/1177903/117790345/117790345.jpg,2020-09-04 11:26:13.000000,2020-09-06 07:21:41.511949,49800,57.4,31.1,7.4,2,11,16,secondary,"",0101000020E610000087DEF1E8F0B53E40B705F0BB8E334740,Одеська область,Одеса,Київський район,Небесної Сотні проспект,79б,0,0.38038433,0
120,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-kievskiy-lvovskaya-ulitsa-17653666.html,https://cdn.riastatic.com/photos/dom/photo/11778/1177890/117789085/117789085.jpg,2020-09-04 10:54:14.000000,2020-09-06 07:21:41.516502,26000,24,0,0,1,5,12,secondary,ЖК Море,0101000020E61000006BE2D3522FBC3E40B742588D25334740,Одеська область,Одеса,Київський район,Львівська вулиця,15б,0,0.13750632,0
122,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-primorskiy-lidersovskiy-bulvar-16740198.html,https://cdn.riastatic.com/photos/dom/photo/11776/1177666/117766642/117766642.jpg,2020-09-03 17:53:50.000000,2020-09-06 07:21:41.528295,295000,148.5,0,50,3,9,13,secondary,"",0101000020E61000005C8E57207AC23E40E621533E043D4740,Одеська область,Одеса,Приморський район,Лідерсівський бульвар,5,0,0.24337758,9.885007
106,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-lesi-ukrainki-7b-17559429.html,https://cdn.riastatic.com/photos/dom/photo/11677/1167723/116772338/116772338.jpg,2020-09-06 15:07:03.000000,2020-09-06 17:09:29.455526,250000,135,0,0,3,11,21,secondary,"",0101000020E610000035971B0C758A3E408AC2D3D0AB364940,Київська область,Київ,Печерський район,Леси Украинки,7б,12.687529,2.3336806,2.061725
107,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-elektroset-pirogova-ulitsa-17584614.html,https://cdn.riastatic.com/photos/dom/photo/11704/1170439/117043958/117043958.jpg,2020-09-06 20:05:04.000000,2020-09-06 17:09:29.459943,47000,64,0,0,3,2,9,secondary,"",0101000020E6100000E07F6446686E3C40B6E32307759B4840,Вінницька область,Вінниця,Електромережа,Пирогова вулиця,148,0,1.4939177,1.0851095
121,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-solomenskiy-borschagovskaya-189-17652494.html,https://cdn.riastatic.com/photos/dom/photo/11777/1177798/117779803/117779803.jpg,2020-09-06 17:15:40.000000,2020-09-06 17:09:29.485320,56000,56,32,8.6,2,3,5,secondary,"",0101000020E61000004F53701D886F3E40199F138C94384940,Київська область,Київ,Солом'янський район,Борщаговская,189,0.624101,3.1820557,1.2171904
123,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-kievskiy-jemchujnaya-17637458.html,https://cdn.riastatic.com/photos/dom/photo/11762/1176248/117624823/117624823.jpg,2020-09-01 15:02:18.000000,2020-09-06 07:21:41.533317,55000,45,10,25,1,19,19,secondary,"",0101000020E610000059558A7846B43E40791D160F942D4740,Одеська область,Одеса,Київський район,Жемчужная,7,0,0.20286703,0
124,https://dom.ria.com/uk/realty-prodaja-kvartira-odessa-kievskiy-radujniy-massiv-16187628.html,https://cdn.riastatic.com/photos/dom/photo/10377/1037746/103774614/103774614.jpg,2020-09-06 06:11:27.000000,2020-09-06 07:21:41.538802,42000,64,39,14,2,5,17,secondary,ЖК Радужний,0101000020E61000000A4AACA031B43E40BA5F4F8589334740,Одеська область,Одеса,Київський район,Радужный масив,6,0,0.48828447,0
125,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-predslavinskaya-53-17351345.html,https://cdn.riastatic.com/photos/dom/photo/11442/1144226/114422615/114422615.jpg,2020-09-06 05:16:01.000000,2020-09-06 07:21:41.543452,270000,83,0,0,1,7,21,secondary,"",0101000020E6100000580A37CFC7863E4040BF94264A354940,Київська область,Київ,Печерський район,Предславинская,53,7.8766,0.8552614,1.2440567
126,https://dom.ria.com/uk/realty-prodaja-kvartira-kiev-pecherskiy-predslavinskaya-53-17351320.html,https://cdn.riastatic.com/photos/dom/photo/11442/1144221/114422192/114422192.jpg,2020-09-06 05:15:38.000000,2020-09-06 07:21:41.547970,125000,40,0,0,1,7,21,secondary,"",0101000020E6100000580A37CFC7863E4040BF94264A354940,Київська область,Київ,Печерський район,Предславинская,53,7.8766,0.8552614,1.2440567
127,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-vishenka-voinovinternatsionalistov-ulitsa-17538301.html,https://cdn.riastatic.com/photos/dom/photo/11657/1165731/116573135/116573135.jpg,2020-09-04 13:20:17.000000,2020-09-06 07:21:41.553230,54000,60.7,36,10.2,2,2,9,secondary,"",0101000020E6100000EF2DF6A809683C40F4273B472E9D4840,Вінницька область,Вінниця,Вишенька,Воїнів-Інтернаціоналістів вулиця,9а,0,1.2163457,0.30353004
128,https://dom.ria.com/uk/realty-prodaja-kvartira-dnepr-ispolkomovskaya-ulitsa-17660347.html,https://cdn.riastatic.com/photos/dom/photo/11785/1178597/117859772/117859772.jpg,2020-09-05 20:10:13.000000,2020-09-06 07:21:41.558245,199000,255,152,32,5,5,9,secondary,"",0101000020E6100000A3F7D73C588641409568249DDC3A4840,Дніпропетровська область,Дніпро,"",Виконкомівська вулиця,7,0,0.22252117,0.63723755
129,https://dom.ria.com/uk/realty-perevireno-prodaja-kvartira-vinnitsa-zamoste-kievskaya-ulitsa-16772557.html,https://cdn.riastatic.com/photos/dom/photo/10910/1091003/109100322/109100322.jpg,2020-09-05 19:06:49.000000,2020-09-06 07:21:41.563127,51000,88,45,23,2,1,9,secondary,"",0101000020E6100000854B7D0F4D793C4060408A952CA24840,Вінницька область,Вінниця,Замостя,Київська вулиця,164,0,22.652985,0.14409088
